"","loci","mean_epi","sd_epi","ymin","ymax"
"1",4,0.981767107541852,0.015169089598783,0.966598017943069,0.996936197140635
"2",6,0.97248638833349,0.0186171626340446,0.953869225699446,0.991103550967535
"3",8,0.9601216544626,0.0235463682529401,0.936575286209659,0.98366802271554
"4",10,0.947150514648599,0.0244600521569668,0.922690462491632,0.971610566805566
"5",12,0.936865309481409,0.0277965579406961,0.909068751540713,0.964661867422105
"6",14,0.929517668878713,0.0260297659315137,0.903487902947199,0.955547434810227
"7",16,0.921572096282574,0.0282595527555453,0.893312543527028,0.949831649038119
"8",18,0.915904319873726,0.02722490090368,0.888679418970046,0.943129220777406
"9",20,0.908463433507427,0.0295556783038809,0.878907755203546,0.938019111811308
"10",22,0.905646494789622,0.0304076462867186,0.875238848502904,0.936054141076341
"11",24,0.900661177344768,0.0306017312285455,0.870059446116223,0.931262908573314
"12",26,0.898786819685001,0.0291745307678975,0.869612288917104,0.927961350452899
"13",28,0.894690584915922,0.0275611852215336,0.867129399694388,0.922251770137455
"14",30,0.888603754447612,0.0314603222579956,0.857143432189617,0.920064076705608
"15",32,0.88456092673892,0.031856003291303,0.852704923447617,0.916416930030223
"16",34,0.883747820445497,0.030496068817675,0.853251751627823,0.914243889263172
"17",36,0.881238751674638,0.0304758581722782,0.85076289350236,0.911714609846916
"18",38,0.875094819475788,0.0325651725999185,0.842529646875869,0.907659992075706
"19",40,0.871865937308764,0.0314754357153397,0.840390501593424,0.903341373024103
"20",42,0.871871588997958,0.0291296233735107,0.842741965624447,0.901001212371468
"21",44,0.869608539154809,0.0278771374598671,0.841731401694941,0.897485676614676
"22",46,0.866728416961968,0.0300051442431808,0.836723272718788,0.896733561205149
"23",48,0.87066290516694,0.0327734062334276,0.837889498933513,0.903436311400368
"24",50,0.86751335924205,0.0311378901084592,0.83637546913359,0.898651249350509
"25",52,0.86167116339614,0.0301350563455519,0.831536107050588,0.891806219741691
"26",54,0.859732066723473,0.0309918383467469,0.828740228376726,0.89072390507022
"27",56,0.856635199092807,0.0297736300424593,0.826861569050347,0.886408829135266
"28",58,0.856097814047219,0.0302220413073443,0.825875772739875,0.886319855354564
"29",60,0.854585537560768,0.0302684463373481,0.82431709122342,0.884853983898116
"30",62,0.85064148624669,0.0295060287506229,0.821135457496067,0.880147514997313
"31",64,0.850392221277356,0.0296592391580175,0.820732982119339,0.880051460435374
"32",66,0.845499178502131,0.0318369113158103,0.81366226718632,0.877336089817941
"33",68,0.849090773400645,0.0302444754571175,0.818846297943527,0.879335248857762
"34",70,0.843135748360151,0.0286274463688792,0.814508301991271,0.87176319472903
"35",72,0.84337039442416,0.032274812758187,0.811095581665973,0.875645207182347
"36",74,0.843832353235349,0.0293723250564678,0.814460028178882,0.873204678291817
"37",76,0.842838322822765,0.0313142238924869,0.811524098930279,0.874152546715252
"38",78,0.838748431303383,0.029263976134952,0.809484455168431,0.868012407438335
"39",80,0.838661131739631,0.0311081981216508,0.80755293361798,0.869769329861281
"40",82,0.836612800561426,0.0334700066175552,0.803142793943871,0.870082807178981
"41",84,0.839208259078306,0.0302375516086572,0.808970707469648,0.869445810686963
"42",86,0.835057032515777,0.02930592702482,0.805751105490957,0.864362959540597
"43",88,0.832881317259889,0.0324806607354877,0.800400656524401,0.865361977995377
"44",90,0.833223825574469,0.0329286970516679,0.800295128522801,0.866152522626136
"45",92,0.831734611048215,0.0346822095942768,0.797052401453939,0.866416820642492
"46",94,0.833338334539465,0.0322495196926587,0.801088814846807,0.865587854232124
"47",96,0.829674058823741,0.0322916438894895,0.797382414934251,0.86196570271323
"48",98,0.828320860492902,0.0322735315912368,0.796047328901666,0.860594392084139
"49",100,0.823906381352246,0.0330976640225971,0.790808717329649,0.857004045374843
