"","loci","mean_epi","sd_epi","ymin","ymax"
"1",4,0.356890099127312,0.102619635322154,0.254270463805158,0.459509734449465
"2",6,0.654895490943553,0.0916380260233814,0.563257464920171,0.746533516966934
"3",8,0.893853342054956,0.047535004368481,0.846318337686475,0.941388346423437
"4",10,0.931074291650935,0.0334726305122347,0.8976016611387,0.96454692216317
"5",12,0.896513625747772,0.02848632268197,0.868027303065802,0.924999948429742
"6",14,0.873623383985088,0.0262504544324123,0.847372929552675,0.8998738384175
"7",16,0.865611568443707,0.0251633574212977,0.840448211022409,0.890774925865004
"8",18,0.862991736138768,0.0239333941912524,0.839058341947516,0.88692513033002
"9",20,0.8594389794595,0.0231872662628429,0.836251713196657,0.882626245722343
"10",22,0.860715869287517,0.0231727047229569,0.83754316456456,0.883888574010474
"11",24,0.85836235992691,0.0228811923750709,0.835481167551839,0.881243552301981
"12",26,0.859046340456393,0.0231981636204878,0.835848176835906,0.882244504076881
"13",28,0.85793872073347,0.0230188058418354,0.834919914891635,0.880957526575305
"14",30,0.857246330809615,0.0239076126126879,0.833338718196927,0.881153943422303
"15",32,0.85979166170815,0.0243932008112322,0.835398460896918,0.884184862519383
"16",34,0.859893579142683,0.0248832895046895,0.835010289637994,0.884776868647373
"17",36,0.856288316429952,0.0233348846567222,0.83295343177323,0.879623201086674
"18",38,0.858768712945848,0.0231400092553672,0.835628703690481,0.881908722201215
"19",40,0.856568288639776,0.0252824068458798,0.831285881793896,0.881850695485656
"20",42,0.858597021661529,0.024717604302208,0.833879417359321,0.883314625963736
"21",44,0.859291063529291,0.0248787749301144,0.834412288599176,0.884169838459405
"22",46,0.85821270728373,0.0254366833404885,0.832776023943241,0.883649390624219
"23",48,0.857366381751285,0.0265972840340756,0.83076909771721,0.883963665785361
"24",50,0.859894996249826,0.023601851058239,0.836293145191587,0.883496847308065
"25",52,0.862281685427168,0.0244042096289294,0.837877475798239,0.886685895056098
"26",54,0.861257799681651,0.0239563070600296,0.837301492621621,0.88521410674168
"27",56,0.857983923903348,0.0268567941608352,0.831127129742513,0.884840718064183
"28",58,0.86558765741269,0.0237829245893277,0.841804732823362,0.889370582002018
"29",60,0.863411913813075,0.0237438687747988,0.839668045038276,0.887155782587873
"30",62,0.864407742222543,0.0259700440861393,0.838437698136404,0.890377786308683
"31",64,0.858294921059871,0.0251716072725069,0.833123313787364,0.883466528332378
"32",66,0.862396817241319,0.0257914481910418,0.836605369050277,0.888188265432361
"33",68,0.862207892616059,0.0246922870695583,0.8375156055465,0.886900179685617
"34",70,0.861480652893239,0.0250368647105182,0.836443788182721,0.886517517603758
"35",72,0.86614063349221,0.0287793022169089,0.837361331275301,0.894919935709119
"36",74,0.863076984046547,0.0277330776380043,0.835343906408542,0.890810061684551
"37",76,0.863412096495635,0.0286822547359922,0.834729841759643,0.892094351231627
"38",78,0.865064049890573,0.0270993256698727,0.8379647242207,0.892163375560445
"39",80,0.861783303376193,0.026610956340732,0.835172347035461,0.888394259716925
"40",82,0.866738036943543,0.0282630604898918,0.838474976453652,0.895001097433435
"41",84,0.862775292427983,0.0301344045478699,0.832640887880113,0.892909696975853
"42",86,0.863219395832358,0.0272614866046463,0.835957909227712,0.890480882437004
"43",88,0.865098025437476,0.0258145672253988,0.839283458212077,0.890912592662874
"44",90,0.863736147566384,0.0271492564435327,0.836586891122851,0.890885404009917
"45",92,0.865438801297057,0.0261099008938181,0.839328900403239,0.891548702190875
"46",94,0.865048166861081,0.0272889419685945,0.837759224892486,0.892337108829675
"47",96,0.865728569005158,0.0274303870859568,0.838298181919201,0.893158956091115
"48",98,0.86580289643133,0.0278339259684307,0.8379689704629,0.893636822399761
"49",100,0.865425135779712,0.0279960793935953,0.837429056386116,0.893421215173307
